,LidID,Nafn,Radnumer,LidaTegundID,Timastimpill
0,18,TUA,,20,2000-03-30 11:18:55.853
1,19,Rimar ,A,20,2000-03-30 12:24:31.213
2,20,UMF Reynir,,21,2000-03-30 15:53:33.017
3,22,Snæfell,,20,2000-03-30 22:01:33.397
4,23,Genturnar,1,21,2000-03-30 22:01:50.970
5,26,Snæfell,A,21,2000-03-30 22:09:38.573
6,27,Þróttur R,1,20,2000-03-30 23:47:16.597
7,28,Valur Reyðarfirði,,21,2000-03-31 16:10:54.963
8,29,Genturnar,2,21,2000-04-01 11:18:51.580
9,34,Röstin,,21,2000-04-02 15:49:57.717
10,35,HK,,22,2000-04-02 17:32:39.907
11,36,UNÞ,,21,2000-04-02 18:28:38.687
12,37,Honey Bees,,21,2000-04-02 20:41:37.507
13,38,Broskarlar,,20,2000-04-02 20:45:46.567
14,39,Sindri,,21,2000-04-03 10:12:23.580
15,42,Völsungur,A,21,2000-04-03 16:37:04.820
16,43,Völsungur,B,21,2000-04-03 16:47:17.280
17,44,Völsungur,C,21,2000-04-03 16:54:41.660
18,52,ÍK,A,21,2000-04-03 19:31:12.143
19,53,UNÞ,,20,2000-04-03 19:45:00.937
20,54,ÍK,B,21,2000-04-03 19:58:41.183
21,55,Skellur,,21,2000-04-03 20:06:50.290
22,60,Óðinn ,,20,2000-04-03 22:02:55.483
23,61,Óðinn,,22,2000-04-03 22:13:16.277
24,70,Stjarnan,A,21,2000-04-03 22:53:02.457
25,71,Þróttur R,2,20,2000-04-04 00:23:52.283
26,72,Þróttur R,3,20,2000-04-04 00:28:54.760
27,73,Þróttur R,4,20,2000-04-04 00:33:30.577
28,75,Völsungur,,20,2000-04-04 08:19:20.163
29,76,Völsungur ,,22,2000-04-04 08:26:43.083
30,79,Rimar,A,21,2000-04-04 08:54:33.893
31,80,Rimar ,B,20,2000-04-04 09:31:56.940
32,84,Lansinn,,21,2000-04-04 10:46:13.197
33,85,Austri,,21,2000-04-04 11:01:31.850
34,88,Stjarnan,B,21,2000-04-04 11:44:56.493
35,89,Bresi,A,21,2000-04-04 13:12:29.437
36,90,Bresi,B,21,2000-04-04 13:44:29.920
37,91,Súlur,,21,2000-04-04 14:04:21.010
38,92,Víkingur R,A,21,2000-04-04 14:04:54.150
39,93,Rimar,B,21,2000-04-04 14:08:04.753
40,94,Súlur,,23,2000-04-04 14:09:29.153
41,95,ÍS,,21,2000-04-04 14:37:15.080
42,98,Freyjur,,21,2000-04-04 15:06:23.113
43,102,Freyjur,,23,2000-04-04 15:27:19.300
44,108,Víkingur Ó,,20,2000-04-04 16:16:59.763
45,109,Víkingur Ó,,21,2000-04-04 16:31:07.173
46,110,HK,,21,2000-04-04 16:38:14.367
47,111,HK,,23,2000-04-04 16:44:54.883
48,112,Bresi,,23,2000-04-04 17:06:37.117
49,114,Snæfell,B,21,2000-04-04 18:12:37.290
50,115,Hvannir,A,21,2000-04-04 18:21:34.913
51,116,Þróttur N,B,20,2000-04-04 18:28:51.720
52,118,Þróttur N,A,20,2000-04-04 18:38:42.240
53,119,Hvannir,B,21,2000-04-04 19:01:49.717
54,120,Víkingur R,B,21,2000-04-04 19:06:30.750
55,121,Víkingur R,,23,2000-04-04 19:13:27.120
56,123,Smellur,,21,2000-04-04 19:35:52.363
57,124,Óðinn,,21,2000-04-04 20:49:54.230
58,125,Fylkir,A,21,2000-04-04 20:50:48.950
59,126,Fylkir,B,21,2000-04-04 20:58:46.447
60,127,Skautar ,,20,2000-04-04 22:27:12.063
61,129,Skautar,,22,2000-04-04 22:29:50.453
62,131,UMFG,,21,2000-04-04 23:01:41.250
63,132,Blakendur,,22,2000-04-05 08:36:18.053
64,135,Þróttur R,1,21,2000-04-05 08:46:12.530
65,137,Þróttur R,2,21,2000-04-05 09:13:52.107
66,138,Hamar,,20,2000-04-05 09:14:18.223
67,139,Þróttur R,,23,2000-04-05 09:15:51.277
68,140,Hamar,,21,2000-04-05 09:26:26.430
69,141,Fram,,20,2000-04-24 22:30:17.483
70,142,ÍS,A,20,2000-04-24 22:30:44.380
71,143,ÍS,B,20,2000-04-24 22:30:54.077
72,144,KA,,20,2000-04-24 22:31:07.013
73,145,Hyrnan,A,20,2000-04-24 22:31:15.357
74,146,Hyrnan,B,20,2000-04-24 22:31:25.230
75,147,Hyrnan,,22,2000-04-24 22:31:34.203
76,148,Bresi,,20,2000-04-24 22:31:44.127
77,149,Hávörn,,22,2000-04-24 22:32:04.577
78,151,Eik,,21,2000-04-24 22:44:20.603
79,152,Eik,,23,2000-04-24 22:51:37.260
80,153,Skautar,,21,2000-04-24 22:51:54.403
81,154,Krækjur,A,21,2000-04-24 22:52:07.100
82,155,Krækjur,B,21,2000-04-24 22:52:16.837
83,156,Afturelding,,21,2000-04-24 22:52:31.157
84,166,KA,b,20,2001-04-03 12:25:54.443
85,167,Prufa,,20,2001-04-03 13:34:47.407
86,168,Rimar,C,21,2001-04-06 08:32:55.070
87,169,Þórir Schiöth,,20,2001-04-06 21:36:42.660
88,170,Höttur,,20,2001-04-06 21:46:23.233
89,171,Höttur kv,,21,2001-04-06 22:02:04.210
90,172,Hvannir,B,21,2001-04-09 10:43:00.930
91,350,Skautar,B,21,2001-04-11 14:04:24.663
92,351,Hvannir,,21,2001-04-11 16:49:19.510
93,352,Valur Reyðarfirði,,20,2001-04-11 17:24:47.690
94,353,Valur Vegag Reyðarfirði,,20,2001-04-11 17:27:57.403
95,354,Fylkir,C,21,2001-04-13 18:18:24.070
96,355,Genturnar,2,21,2001-04-14 14:29:34.377
97,356,Þróttur N2,,20,2001-04-14 16:29:16.700
98,357,Blakfélag Reykjavikur,,21,2001-04-14 16:56:01.760
99,359,Stjarnan,C,21,2001-04-14 17:33:28.503
100,360,UMFT,,20,2001-04-14 20:19:40.083
101,361,UMFTa,,21,2001-04-14 20:36:13.443
102,362,Genturnar,3,21,2001-04-17 10:31:06.990
103,363,Dímon,,21,2001-04-17 23:37:41.393
104,406,Þróttur N,,20,2001-04-20 20:25:58.690
105,455,KA1, ,20,2001-11-09 17:21:54.670
106,456,Skautar,B,20,2001-11-12 13:12:07.200
107,457,Freyjur,B,20,2001-11-12 13:17:24.890
108,458,"Súlur, Siglufirði", ,21,2001-11-12 22:03:30.233
109,459,UNÞ karlar, ,20,2001-11-14 07:39:46.310
110,460,XX noname, ,20,2001-11-14 23:49:00.093
111,461,KA, ,21,2001-11-15 23:21:31.310
112,462,Eik,B,21,2001-11-15 23:25:46.717
113,463,Freyjur,B,21,2001-11-15 23:27:57.000
114,464,Skautar,A,20,2001-11-15 23:29:22.890
115,481,Afturelding-C, ,21,2001-11-20 09:34:14.250
116,482,Afturelding -2, ,21,2001-11-20 09:37:09.403
117,483,NATO, ,20,2001-11-21 08:33:32.480
118,484,NATO KK, ,20,2001-11-21 08:34:36.420
119,485,NATO Kvk, ,21,2001-11-21 08:35:42.623
120,486,NATOkvk, ,21,2001-11-21 08:38:16.560
121,495,Fylkir,A,21,2001-11-22 23:00:46.933
122,496,Fylkir,B,21,2001-11-22 23:05:05.607
123,497,108 Reykjavík, ,21,2001-11-22 23:11:53.687
124,498,HK,A,21,2001-12-05 20:46:23.733
125,499,HK,B,21,2001-12-05 20:50:44.513
126,500,Flugleiðir,2,20,2001-12-14 15:05:13.810
127,501,Flugleiðir, ,20,2001-12-14 15:05:31.327
128,502,HK mfl., ,21,2001-12-17 09:06:59.560
129,503,Dímon, ,20,2001-12-27 10:09:54.780
130,504,Bresi, ,20,2001-12-27 11:40:05.700
131,505,Hamar, ,20,2001-12-27 11:42:26.483
132,506,Hamar,A,20,2001-12-27 11:50:24.310
133,507,Blakfélag Reykjavíkur, ,20,2001-12-27 11:55:03.093
134,508,Blakfélag Reykjavíkur,A,21,2001-12-27 11:56:34.733
135,509,Blakendur, ,20,2001-12-28 10:24:08.107
136,510,Hrunamenn, ,20,2001-12-28 15:37:32.933
137,511,Stjarnan,B,21,2001-12-28 15:40:23.373
138,512,HK/KHÍ, ,20,2001-12-28 16:34:52.373
139,513,Þríttur 1,1,20,2002-01-01 12:31:38.140
140,514,Fram, ,20,2002-01-01 15:34:06.593
141,515,Hvannir, ,21,2002-01-01 15:41:56.123
142,516,UMFA,A,20,2002-01-01 15:42:49.123
143,517,UMFA,B,21,2002-01-01 15:44:27.843
144,546,Fylkir mfl, ,21,2002-01-02 20:27:51.937
145,583,Bresi,A,21,2002-02-25 09:55:02.107
146,584,Rimar,A,20,2002-02-26 13:30:24.403
147,585,UMF Bolungarvíkur, ,20,2002-02-28 15:49:47.513
148,586,Umf,B,21,2002-03-01 09:16:46.733
149,587,Bresi,C,21,2002-03-01 09:25:52.043
150,588,UMFG,B,21,2002-03-03 15:35:00.343
151,625,Mosöld, ,20,2002-03-05 22:01:20.920
152,656,Bresi,D,21,2002-03-06 21:15:06.107
153,657,HLB,,23,2002-03-19 15:16:06.590
154,658,KA,a,20,2002-04-04 15:13:09.310
155,659,Súlur-Konur 40 ára og eldri,,23,2002-04-09 16:19:12.467
156,668,Mosöld A+,,20,2002-04-11 20:56:32.140
157,669,Mosöld,A,20,2002-04-11 21:00:58.170
158,670,Afturelding kk A+,,20,2002-04-11 22:06:25.327
159,671,Afturelding,A,20,2002-04-11 22:11:43.827
160,673,"Víkingur, R.",,21,2002-04-12 14:12:30.077
161,674,KA,a,28,2002-04-13 08:34:24.170
162,675,KA,b,28,2002-04-13 08:36:26.483
163,676,KA,,29,2002-04-13 08:37:31.187
164,677,Afturelding,a,28,2002-04-13 08:43:31.797
165,678,Afturelding,b,28,2002-04-13 08:45:53.797
166,679,HK,a,28,2002-04-13 08:47:28.263
167,680,HK,b,29,2002-04-13 08:51:00.060
168,681,Þróttur N (kk),a,29,2002-04-13 08:53:19.810
169,682,Þróttur N,b,28,2002-04-13 08:54:02.000
170,683,Þróttur N,c,28,2002-04-13 08:54:48.093
171,684,Þróttur N,d,28,2002-04-13 08:55:31.683
172,685,Þróttur N,e,28,2002-04-13 08:56:11.230
173,686,Þróttur N,f,28,2002-04-13 08:57:26.123
174,687,Þróttur N (kvk),a,30,2002-04-13 08:59:08.327
175,688,Þróttur N (kvk),b,30,2002-04-13 08:59:52.170
176,689,Þróttur N,a,28,2002-04-13 09:00:34.200
177,690,Afturelding,,29,2002-04-13 09:01:19.183
178,691,HK,a,29,2002-04-13 09:02:15.980
179,692,HK,b,28,2002-04-13 09:03:09.013
180,693,KA,,33,2002-04-13 09:04:45.140
181,694,Þróttur N,,33,2002-04-13 09:05:38.607
182,695,Þróttur R,,35,2002-04-13 09:06:26.967
183,696,Þróttur N,,35,2002-04-13 09:08:00.200
184,729,Þróttur N (kk),b,29,2002-04-13 10:23:18.077
185,762,TUA,,24,2002-04-14 09:58:26.700
186,763,Steinunn gamla,,20,2002-04-15 09:04:05.640
187,764,Stjarnan Öðlingar,,23,2002-04-15 13:39:56.390
188,765,Snæfell,,21,2002-04-15 22:52:54.280
189,766,Árvakur, ,20,2002-04-16 21:54:11.030
190,767,Víkingur,,23,2002-04-16 22:38:14.217
191,768,Reynir,A,21,2002-04-19 18:19:54.717
192,853,HISK,,22,2002-04-22 11:46:34.653
193,854,HISK, ,22,2002-04-22 12:14:03.077
194,855,Víkingur, ,21,2002-04-23 22:38:50.467
195,856,Víkingur O, ,21,2002-04-23 22:51:47.327
196,899,ILSH 1,1,21,2002-05-29 15:06:19.390
197,900,ILSH,2,21,2002-05-29 15:09:29.310
198,901,ILSH,3,21,2002-05-29 15:09:50.123
199,902,Helsingfors&Nylands, ,21,2002-05-29 15:10:32.843
200,903,Sentralsjukehuset i,1,20,2002-05-29 15:10:55.937
201,904,Sentralsjukehuset i,2,20,2002-05-29 15:11:21.357
202,905,Sentralsjukehuset i Rogaland 2,6,21,2002-05-29 15:12:16.123
203,906,Haugesund Sjukehus, ,20,2002-05-29 15:12:36.140
204,907,Haugesund Sjukehus,7,21,2002-05-29 15:13:01.140
205,908,Sentralsjukehuset i Rogaland, ,20,2002-05-29 15:15:33.513
206,909,Kronåskameratene,2,20,2002-05-29 15:18:48.730
207,910,ILSH   2,2,21,2002-05-29 16:18:56.230
208,911,ILSH  3,3,21,2002-05-29 16:20:02.593
209,912,ILSH  2,2,21,2002-05-29 16:21:14.683
210,915,Helsingfors&Nyland,4,21,2002-05-29 16:24:44.483
211,916,Sentralsjukehuset i Rogaland,5,21,2002-05-29 16:25:45.827
212,919,Sentralsjukehuset i Rogaland 1,5,21,2002-05-29 16:27:31.827
213,922,Kronåskamraterna,,20,2002-05-29 16:35:36.107
214,923,Karsudden,,20,2002-05-29 16:36:21.390
215,924,UBIL-ULLEVAL,,20,2002-05-29 16:37:07.263
216,925,ILSH -mix,,40,2002-05-29 16:40:52.123
217,926,ASA BIL,,40,2002-05-29 16:41:34.047
218,927,Sentralsjukehuset i Rogaland,1,40,2002-05-29 16:42:34.327
219,928,Sentralsjukehuset i Rogaland,2,40,2002-05-29 16:43:47.590
220,929,Helsingfors&Nylands,,40,2002-05-29 16:44:55.153
221,930,Sykehuset Östfold Fredrikstad,,40,2002-05-29 16:46:07.560
222,931,UBIL-ULLEVAL,,40,2002-05-29 16:46:45.390
223,932,Kronåskamraterna,,40,2002-05-29 16:47:57.500
224,933,Oss Bil- Oppland Lillehammer,,40,2002-05-29 16:48:50.030
225,934,Lasarettets Karlkrona,,40,2002-05-29 16:49:30.547
226,935,Kuggarna,,40,2002-05-29 16:50:00.200
227,936,Haugesund sjukehus,1,40,2002-05-29 16:50:36.780
228,937,Haugesund sjukehus,2,40,2002-05-29 16:51:09.217
229,938,Aker sykehus,,40,2002-05-29 16:51:39.013
230,939,Karsudden,,40,2002-05-29 16:52:10.560
231,955,ILSH,1,39,2002-05-29 17:19:30.623
232,956,ILSH,2,39,2002-05-29 17:20:03.263
233,957,ILSH,3,39,2002-05-29 17:20:32.640
234,958,Helsingfors & Nylands,,39,2002-05-29 17:21:46.217
235,959,Sentralsjukehuset i Rogaland,1,39,2002-05-29 17:22:52.343
236,960,Sentralsjukehuset i Rogaland,2,39,2002-05-29 17:23:24.467
237,961,Haugesund Sjukehus,,39,2002-05-29 17:24:26.200
238,1008,BLÍ,,40,2002-09-18 13:32:37.700
239,1009,HK, ,39,2002-09-24 16:57:52.607
240,1010,Þróttur N., ,39,2002-09-24 16:58:27.357
241,1011,Þróttur R., ,39,2002-09-24 16:58:45.530
242,1012,HK,1,38,2002-09-24 17:03:53.733
243,1013,Stjarnan, ,38,2002-09-24 17:04:14.577
244,1014,Þróttur,1,38,2002-09-24 17:05:08.467
245,1015,Þróttur,2,38,2002-09-24 17:05:23.840
246,1016,ÍS , ,38,2002-09-24 17:05:52.450
247,1017,Hamar,1,38,2002-09-24 17:06:19.403
248,1018,Þróttur Nesk,,39,2002-09-24 21:14:11.683
249,1019,Þróttur R,,38,2002-09-25 17:29:59.983
250,1020,Þróttur R,2,38,2002-09-25 17:34:50.937
251,1021,Stjarnan,,38,2002-09-25 17:36:18.920
252,1022,HK,,38,2002-09-25 17:37:28.780
253,1023,ÍS,,38,2002-09-25 17:38:09.983
254,1024,Hamar,,38,2002-09-25 17:39:15.513
255,1031,NATO,,38,2002-10-02 21:07:19.857
256,1032,KA,,39,2002-10-23 16:34:07.983
257,1033,HK,,39,2002-10-23 18:48:12.513
258,1034,Fylkir,,39,2002-10-23 18:50:45.827
259,1040,"Fylkir mfl.kv,",,39,2002-10-23 18:52:24.903
260,1041,Nato,,39,2002-10-23 18:53:34.873
261,1042,Víkingur Ó,A,21,2002-11-04 09:30:58.280
262,1043,Víkingur Ó,B,21,2002-11-04 09:32:25.310
263,1044,Súlur,A,39,2002-11-04 19:36:32.060
264,1045,Súlur,B,39,2002-11-04 19:44:12.920
265,1046,KA,a,30,2002-11-05 09:37:13.077
266,1047,Reynir,B,39,2002-11-05 14:35:56.013
267,1048,KA,,32,2002-11-06 08:06:11.717
268,1049,Hamar,,39,2002-11-06 17:29:28.200
269,1050,Thule,,20,2002-11-06 19:56:18.623
270,1070,Þróttur N,,32,2002-11-07 17:21:42.967
271,1071,Þróttur N,a,35,2002-11-07 17:23:09.123
272,1072,Þróttur N,b,35,2002-11-07 17:23:57.873
273,1073,Þróttur Nes,,21,2002-11-07 20:58:16.843
274,1074,Þróttur N kvk,a,32,2002-11-08 11:22:14.033
275,1083,Völsungur öðlingar,,23,2002-11-11 11:30:33.860
276,1084,Ka b,1,39,2002-11-12 15:12:51.860
277,1085,Öðlingar,1,38,2002-11-12 15:22:40.550
278,1086,H-Fleygur,,38,2002-11-12 21:50:48.690
279,1087,Skautar,A,39,2002-11-13 00:29:06.300
280,1088,Skautar,B,21,2002-11-13 00:38:39.017
281,1089,Freyjur,A,21,2002-11-13 16:21:06.847
282,1106,Laugabland , ,40,2002-11-13 22:21:31.683
283,1127,Platlið (101),A,38,2002-11-14 15:07:17.913
284,1130,Súlur,C,21,2002-11-14 15:19:42.070
295,1171,KMK,4,21,2002-12-19 16:45:55.870
296,1172,Kristín Sævarsdóttir,,21,2002-12-30 16:16:59.113
297,1173,KMK,4,21,2002-12-30 16:23:04.913
298,1174,Víkingur,2,23,2003-01-02 17:52:08.937
299,1175,KMK,,21,2003-01-02 17:55:50.737
300,1176,Afturelding,,20,2003-01-02 18:00:37.127
301,1195,HK 4.fl. drengir,,21,2003-01-02 18:19:41.380
302,1196,UNÞ-karlar,,38,2003-01-05 23:48:58.897
303,1197,Óðinn,,38,2003-01-08 15:52:33.153
304,1198,Laugaland,,21,2003-01-16 22:41:54.097
305,1199,Laugaland,,20,2003-01-16 22:43:52.133
306,1203,Víkingur Ólafsvík,,39,2003-01-17 11:35:28.680
307,1204,Dímon,,20,2003-01-22 20:31:26.200
308,1205,Fleygur,,20,2003-01-23 23:21:21.170
309,1206,umfg,,39,2003-02-20 11:53:32.500
310,1207,Víkingur-A-R-vík,,23,2003-02-28 00:44:21.077
311,1208,Víkingur-Rvík,,23,2003-02-28 00:45:20.467
312,1209,Þróttur,A,21,2003-03-04 19:02:26.623
313,1210,Skellur,2,21,2003-03-04 20:05:52.233
314,1211,UMFG,B,39,2003-03-05 08:30:22.687
315,1254,Víkingur,A,39,2003-03-13 11:30:20.217
316,1255,Hrunamenn,,38,2003-03-15 17:45:19.187
317,1256,Þróttur Rvk,,21,2003-03-20 09:32:01.200
318,1261,Garpur (Laugaland),,39,2003-03-27 12:00:28.903
319,1262,Garpur (Laugaland),,20,2003-03-27 16:26:59.107
320,1263,BR,,21,2003-03-28 15:13:30.170
321,1264,Stuðboltastelpur,,21,2003-03-31 21:55:46.840
322,1272,Þróttur,1,20,2003-04-01 15:27:59.077
323,1329,Þróttur R,,28,2003-04-05 21:54:58.937
324,1332,Lansinn,1,20,2003-04-05 23:48:36.420
325,1333,Lansinn,0,20,2003-04-05 23:49:02.467
326,1334,Lansinn, ,20,2003-04-05 23:49:28.797
327,1335,Saman safn,,20,2003-04-09 12:22:15.043
328,1336,Afturelding- 4. fl. blandaður,,31,2003-04-09 13:11:11.717
329,1377,HVIK,,23,2003-04-22 12:40:23.797
331,1384,Glófi,a,28,2003-04-26 17:33:46.200
332,1386,Glófi -,b,28,2003-04-26 17:41:56.733
333,1387,Glófi -,c,28,2003-04-26 17:44:35.123
334,1388,KA -,a,43,2003-04-26 18:08:22.747
335,1389,KA -,b,43,2003-04-26 18:10:36.903
336,1390,KA -,c,43,2003-04-26 18:12:42.043
337,1391,KA -,d,43,2003-04-26 18:13:31.170
338,1392,Glófi -,a,43,2003-04-26 18:15:18.263
339,1393,Glófi -,b,43,2003-04-26 18:16:38.043
340,1394,Glófi -,c,43,2003-04-26 18:17:38.703
341,1395,B-United,,39,2003-10-03 18:07:58.780
346,1435,Afturelding,,38,2003-10-23 15:39:47.530
349,1438,ÍS,,39,2003-10-25 17:55:40.543
350,1439,HK,b,39,2003-10-25 17:58:08.873
351,1440,Þróttur,2,39,2003-10-25 18:00:44.687
352,1441,ÍK,,39,2003-10-25 18:04:23.793
353,1442,Afturelding,,39,2003-10-25 18:04:59.467
354,1443,Fylkir,b,39,2003-10-25 18:05:40.013
355,1444,Stjarnan,,39,2003-10-25 18:06:57.653
356,1445,Freyjur,,39,2003-10-25 18:10:30.983
357,1446,Eik,,39,2003-10-25 18:11:11.623
358,1447,Rimar,,39,2003-10-25 18:13:20.170
359,1448,Völsungur,,39,2003-10-25 18:15:09.310
368,1457,KA,,38,2003-10-25 18:35:54.187
369,1458,Þróttur N,,38,2003-10-25 18:36:52.920
370,1459,Rimar,,38,2003-10-25 18:37:56.733
371,1460,Systurnar,,39,2003-11-04 13:52:48.060
372,1469,UNÞ,,38,2003-11-24 18:24:08.153
373,1470,Skutlur,,21,2003-11-25 16:25:00.843
374,1471,KA,Ö,20,2003-11-26 17:48:15.043
375,1472,KA,Ö,21,2003-11-26 17:49:27.793
376,1499,Heimsmeistararnir,,20,2003-12-30 14:33:47.750
377,1500,Krækjur,,21,2004-01-06 16:16:33.983
378,1530,Dimon 00,,21,2004-01-22 18:58:30.077
397,1567,Hyrnan,A,24,2004-02-17 20:47:49.123
398,1568,Hyrnan,B,24,2004-02-17 20:57:56.060
399,1572,Súlur,A,23,2004-02-17 21:13:26.013
400,1573,Súlur,B,23,2004-02-17 21:19:19.953
401,1574,11,,39,2004-02-18 10:17:55.123
402,1578,Óðinn,1,20,2004-02-19 10:00:32.700
403,1579,Snæfell,B,39,2004-02-19 13:53:01.200
404,1580,Reynir Hellissandi,,39,2004-02-22 18:06:51.890
405,1581,Bresi,B,20,2004-02-23 22:31:00.437
406,1582,Afturelding-3,,21,2004-02-24 08:20:03.890
407,1615,Íþróttafélagið Flatmagar,1,24,2004-03-02 17:53:39.327
408,1616,Hvannir,,39,2004-03-03 13:14:47.450
409,1675,Skellur,,39,2004-03-17 19:20:33.467
410,1688,Skautar,B,39,2004-03-22 23:53:15.327
411,1689,Huginn,,20,2004-03-29 20:16:19.420
412,1691,Áliðið,,20,2004-04-01 09:55:41.453
413,1692,Rimar Á,,20,2004-04-01 10:15:21.293
414,1693,IDOL,,21,2004-04-01 14:51:48.857
415,1694,Óðinn - Skautar,,20,2004-04-01 21:19:17.090
416,1735,KA,a,44,2004-08-14 17:55:00.450
417,1736,BB,5,46,2004-08-17 02:21:23.827
418,1737,Sólon,,44,2004-08-17 12:06:54.467
419,1738,HK,,44,2004-08-18 16:23:37.670
420,1739,KA,a,46,2004-08-19 14:40:20.857
421,1740,S.A.,,45,2004-08-20 21:06:29.013
422,1741,A.A.,,44,2004-08-20 21:09:41.437
423,1742,Sandalar,,44,2004-08-21 21:05:34.310
424,1743,Nato - Blandað,,40,2004-08-23 12:08:30.937
425,1744,flugfelag.is,,44,2004-08-23 13:07:40.670
426,1745,Thule - Blandað,,40,2004-08-23 13:36:11.013
427,1746,K.A.,,46,2004-08-24 18:31:07.810
428,1747,Pronto,,40,2004-08-26 15:16:58.607
429,1748,Þróttur Reykjavík,,46,2004-08-26 16:06:19.890
430,1749,Fylkir,,40,2004-08-27 13:03:23.890
431,1750,Fylkir I,,40,2004-08-27 13:04:21.983
432,1751,HK strandblak kvenna,,46,2004-08-27 15:02:11.090
433,1752,Beach Boys,,44,2004-08-30 09:25:51.310
434,1753,Þróttur Reykjavík,,44,2004-08-30 10:31:49.670
435,1755,Þróttur R,,44,2004-08-31 16:04:25.483
436,1756,Höfrungur,,46,2004-08-31 19:13:43.153
437,1757,HK,,46,2004-08-31 20:18:14.233
438,1758,Plafur Tjarnax,1,44,2004-08-31 21:03:31.357
439,1759,Plafur Tjarnax,,44,2004-08-31 21:04:18.780
440,1760,Gormar,,38,2004-09-01 11:32:31.450
441,1761,ÍS,,46,2004-09-02 11:44:32.043
442,1764,Jói og Gotti,,44,2004-09-03 15:47:58.340
447,1801,Þróttur,,40,2004-09-06 16:46:18.810
448,1802,Dímon,,40,2004-09-06 23:48:31.263
451,1813,HK - A 3.fl.drengja,,21,2004-10-13 12:23:24.373
452,1814,HK - B 3.fl.drengja,,21,2004-10-13 12:24:38.107
453,1815,UMFÁ,A,39,2004-10-13 23:56:06.810
454,1816,UMFÁ,B,39,2004-10-13 23:59:23.577
455,1817,Bifröst,,38,2004-10-18 11:29:26.513
456,1818,Bifröst,,39,2004-10-18 11:31:56.530
463,1825,Bifröst,b,39,2004-10-29 12:17:46.637
464,1828,Freyjur,a,39,2004-11-03 11:02:55.313
465,1829,Freyjur,b,39,2004-11-03 11:08:52.970
466,1830,Fylkir,,38,2004-11-03 11:16:51.470
467,1831,KA,b,39,2004-11-03 11:20:48.847
468,1833,KA,b,38,2004-11-03 11:21:59.720
469,1834,Laugdælir,,38,2004-11-03 11:34:41.297
470,1837,Völsungur,a,39,2004-11-03 11:49:47.377
471,1838,Völsungur,b,39,2004-11-03 11:51:33.940
472,1839,Völsungur,,38,2004-11-03 11:53:14.203
473,1840,Þróttur,b,39,2004-11-03 11:56:25.267
474,1841,Þróttur,b,38,2004-11-03 11:58:05.580
